Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Uo Units,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Value
CHEMBL101956,nan,,297.15,0,2.08,9,CC(=O)NCC1CC(c2ccc(Br)cc2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL102370,nan,,357.41,0,2.17,16,COC(=O)N1CC=C(c2ccc(C3=NOC(CNC(C)=O)C3)cc2)CC1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL102421,nan,,341.41,0,1.95,17,CC(=O)NCC1CC(c2ccc(C3=CCN(C(C)=O)CC3)cc2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL102501,nan,,320.3,0,1.78,44,CC(=O)NC[C@H]1CC(c2cc(F)c(-n3ccnc3)c(F)c2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL102808,nan,,254.24,0,1.59,42b,CC(=O)NC[C@H]1CC(c2ccc(F)c(F)c2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL102820,nan,,374.44,0,2.39,2,COC1CCC(c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)CCC1=O,MIC,'=',8,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,8
CHEMBL103025,nan,,357.41,0,0.92,25 (R),CC(=O)NC[C@H]1CC(c2ccc(C3=CCN(C(=O)CO)CC3)cc2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL103267,nan,,355.8,0,1.94,36,CC(=O)NCC1CC(c2cc(F)c(N3CCOCC3)c(Cl)c2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL103311,nan,,301.32,0,2.25,56,CC(=O)NC[C@H]1CC(c2ccc(-n3cccc3)c(F)c2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL103603,nan,,360.41,0,-0.04,49,CC(=O)NCC1CC(c2ccc(N3CCN(C(=O)CO)CC3)cc2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL103693,nan,,303.3,0,1.04,58,CC(=O)NC[C@H]1CC(c2ccc(-n3cncn3)c(F)c2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL103795,nan,,378.4,0,0.1,50 (+/-),CC(=O)NCC1CC(c2ccc(N3CCN(C(=O)CO)CC3)c(F)c2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL103899,nan,,396.39,0,0.23,54,CC(=O)NC[C@H]1CC(c2cc(F)c(N3CCN(C(=O)CO)CC3)c(F)c2)=NO1,MIC,'=',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL103958,nan,,339.34,0,1.43,37 (+/-),CC(=O)NCC1CC(c2cc(F)c(N3CCOCC3)c(F)c2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL104068,nan,,214.18,0,1.39,14,Oc1nc2nonc2nc1-c1ccccc1,MIC,'=',1,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,1
CHEMBL104124,nan,,259.18,0,1.29,21,O=[N+]([O-])c1ccc(-c2nc3nonc3nc2O)cc1,MIC,'=',8,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,8
CHEMBL104391,nan,,259.18,0,1.29,11,O=[N+]([O-])c1cccc(-c2nc3nonc3nc2O)c1,MIC,'=',1,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,1
CHEMBL104587,nan,,293.08,0,2.15,7,Oc1nc2nonc2nc1-c1cccc(Br)c1,MIC,'=',0.5,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,0.5
CHEMBL104668,nan,,293.08,0,2.15,95c,Oc1nc2nonc2nc1-c1ccc(Br)cc1,MIC,'=',3400,nM,UO_0000065,0,CHEMBL5236831,Antibacterial activity against Haemophilus influenzae assessed as reduction in bacterial growth by broth microdilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL5236544,1,Scientific Literature,J Med Chem,2021,3.4
CHEMBL104668,nan,,293.08,0,2.15,8,Oc1nc2nonc2nc1-c1ccc(Br)cc1,MIC,'=',1,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,1
CHEMBL104782,nan,,248.63,0,2.04,95b,Oc1nc2nonc2nc1-c1ccc(Cl)cc1,MIC,'=',4000,nM,UO_0000065,0,CHEMBL5236831,Antibacterial activity against Haemophilus influenzae assessed as reduction in bacterial growth by broth microdilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL5236544,1,Scientific Literature,J Med Chem,2021,4
CHEMBL104782,nan,,248.63,0,2.04,9,Oc1nc2nonc2nc1-c1ccc(Cl)cc1,MIC,'=',1,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,1
CHEMBL104802,nan,,821.1,3,2.34,37,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)[C@H](NCCCCCO)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',0.25,ug.mL-1,UO_0000274,0,CHEMBL692969,MIC value was measured against haemophilus influenzae CL,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1125014,1,Scientific Literature,J Med Chem,1990,0.25
CHEMBL104802,nan,,821.1,3,2.34,37,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)[C@H](NCCCCCO)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',2,ug.mL-1,UO_0000274,0,CHEMBL692970,MIC value was measured against haemophilus influenzae.,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1125014,1,Scientific Literature,J Med Chem,1990,2
CHEMBL104878,nan,,789.06,2,3.29,45,CCCN1CO[C@@H]2[C@@H](C)[C@@H]1[C@H](C)C[C@@](C)(O)[C@H](OC1OC(C)CC(N(C)C)C1O)[C@@H](C)[C@H](OC1CC(C)(OC)C(O)C(C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@]2(C)O,MIC,'=',1,ug.mL-1,UO_0000274,0,CHEMBL692969,MIC value was measured against haemophilus influenzae CL,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1125014,1,Scientific Literature,J Med Chem,1990,1
CHEMBL104879,nan,,825.09,3,3.37,44,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)[C@H](NCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',2,ug.mL-1,UO_0000274,0,CHEMBL692969,MIC value was measured against haemophilus influenzae CL,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1125014,1,Scientific Literature,J Med Chem,1990,2
CHEMBL105128,nan,,352.39,0,2.35,12,COc1ccc(-c2ccc(C3=NOC(CNC(C)=O)C3)cc2)ccc1=O,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL105174,nan,,357.41,0,0.92,26 (S),CC(=O)NC[C@@H]1CC(c2ccc(C3=CCN(C(=O)CO)CC3)cc2)=NO1,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL692972,In vitro minimum inhibitory concentration (MIC) against Haemophilus influenzae UC30063,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1144880,1,Scientific Literature,J Med Chem,2003,16
CHEMBL105604,nan,,793.05,3,1.82,31,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)[C@H](NCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',0.25,ug.mL-1,UO_0000274,0,CHEMBL692969,MIC value was measured against haemophilus influenzae CL,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1125014,1,Scientific Literature,J Med Chem,1990,0.25
CHEMBL105604,nan,,793.05,3,1.82,31,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)[C@H](NCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',1,ug.mL-1,UO_0000274,0,CHEMBL692970,MIC value was measured against haemophilus influenzae.,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1125014,1,Scientific Literature,J Med Chem,1990,1
CHEMBL105770,nan,,293.08,0,2.15,27,Oc1nc2nonc2nc1-c1ccccc1Br,MIC,'=',128,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,128
CHEMBL105854,nan,,819.13,3,3.61,18,CCC(CC)CN[C@@H]1[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@H]1C,MIC,'=',0.12,ug.mL-1,UO_0000274,0,CHEMBL692969,MIC value was measured against haemophilus influenzae CL,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1125014,1,Scientific Literature,J Med Chem,1990,0.12
CHEMBL105854,nan,,819.13,3,3.61,18,CCC(CC)CN[C@@H]1[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@H]1C,MIC,'=',2,ug.mL-1,UO_0000274,0,CHEMBL692970,MIC value was measured against haemophilus influenzae.,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1125014,1,Scientific Literature,J Med Chem,1990,2
CHEMBL105877,nan,,803.09,2,3.07,54,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)[C@H](N2CCCCC2)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',4,ug.mL-1,UO_0000274,0,CHEMBL692969,MIC value was measured against haemophilus influenzae CL,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1125014,1,Scientific Literature,J Med Chem,1990,4
CHEMBL105877,nan,,803.09,2,3.07,54,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)[C@H](N2CCCCC2)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',2,ug.mL-1,UO_0000274,0,CHEMBL692970,MIC value was measured against haemophilus influenzae.,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1125014,1,Scientific Literature,J Med Chem,1990,2
CHEMBL106114,nan,,885.23,4,5.09,29,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)[C@H](NCCC2=C(C)CCCC2(C)C)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',4,ug.mL-1,UO_0000274,0,CHEMBL692969,MIC value was measured against haemophilus influenzae CL,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1125014,1,Scientific Literature,J Med Chem,1990,4
CHEMBL106400,nan,,282.18,0,2.4,17,Oc1nc2nonc2nc1-c1ccc(C(F)(F)F)cc1,MIC,'=',4,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,4
CHEMBL106522,nan,,304.26,0,1.41,29,COc1cc(-c2nc3nonc3nc2O)cc(OC)c1OC,MIC,'=',128,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,128
CHEMBL106587,nan,,244.21,0,1.39,19,COc1ccc(-c2nc3nonc3nc2O)cc1,MIC,'=',4,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,4
CHEMBL106636,nan,,257.25,0,1.45,18,CN(C)c1ccc(-c2nc3nonc3nc2O)cc1,MIC,'=',4,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,4
CHEMBL106637,nan,,232.17,0,1.52,12,Oc1nc2nonc2nc1-c1cccc(F)c1,MIC,'=',1,ug.mL-1,UO_0000274,0,CHEMBL694162,Minimum inhibitory concentration against Haemophilus influenzae,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1136219,1,Scientific Literature,Bioorg Med Chem Lett,2003,1
